-0.25,-0.19,-0.06,-0.02,0.06,0.02
-0.19,-0.19,-0.06,-0.03,0.07,0.00
0.00,0.19,0.00,-0.03,0.05,0.00
0.00,-0.13,0.06,-0.06,0.03,-0.02
0.13,0.19,0.06,-0.03,0.06,0.01
0.13,0.06,0.00,-0.05,0.07,0.02
0.06,0.19,-0.13,-0.06,0.07,0.00
0.13,0.06,0.06,-0.05,0.06,0.00
0.00,-0.13,-0.06,-0.01,0.07,0.03
-0.06,-0.13,-0.06,-0.03,0.06,0.01
-0.25,-0.31,-0.06,-0.04,0.07,0.00
-0.13,0.00,-0.06,0.00,0.07,0.03
-0.19,-0.13,0.00,-0.01,0.06,-0.01
-0.06,-0.06,0.00,-0.02,0.07,-0.01
0.06,-0.19,-0.06,-0.04,0.07,0.00
0.06,0.19,0.13,-0.03,0.07,0.01
0.06,0.00,-0.06,-0.04,0.08,0.00
0.13,-0.06,0.06,-0.04,0.09,-0.01
0.06,-0.13,0.00,-0.03,0.08,0.02
-0.06,-0.06,0.00,-0.03,0.05,0.03
-0.31,-0.25,-0.06,-0.04,0.05,0.00
-0.13,-0.13,0.00,-0.04,0.07,0.02
-0.13,-0.13,-0.06,-0.03,0.05,0.00
0.00,-0.06,-0.06,-0.04,0.06,0.03
0.19,0.06,-0.13,-0.04,0.06,0.01
0.19,0.13,0.06,-0.03,0.08,0.02
0.13,0.13,-0.13,-0.06,0.04,0.00
0.13,0.00,0.06,-0.03,0.09,-0.01
0.06,0.06,0.00,-0.05,0.07,0.02
-0.06,-0.19,0.00,-0.03,0.08,0.02
-0.19,-0.13,0.00,-0.02,0.06,0.01
-0.06,0.06,0.00,-0.05,0.08,0.00
-0.06,-0.06,0.00,-0.03,0.07,-0.01
0.00,0.00,-0.06,-0.03,0.07,-0.01
0.00,-0.25,0.00,-0.02,0.07,0.02
0.00,0.13,-0.13,-0.02,0.07,0.02
0.00,-0.06,-0.13,-0.04,0.05,0.02
0.00,0.06,-0.06,-0.02,0.07,0.00
-0.06,-0.06,-0.06,-0.04,0.05,0.02
-0.06,-0.06,0.00,-0.04,0.05,0.00
0.00,0.00,-0.06,-0.04,0.06,0.01
0.00,-0.06,-0.13,-0.03,0.06,0.02
0.13,-0.06,0.00,-0.03,0.07,0.00
0.25,-0.06,0.00,-0.03,0.07,0.00
0.25,0.25,-0.06,-0.04,0.07,0.01
0.31,0.19,0.06,-0.02,0.06,0.02
0.25,0.13,-0.06,-0.05,0.07,0.02
0.00,-0.06,0.00,-0.03,0.09,0.04
-0.06,-0.13,-0.13,-0.03,0.06,0.00
-0.13,0.06,0.00,-0.04,0.08,0.00
-0.13,0.06,0.00,-0.03,0.08,0.02
-0.37,-0.06,0.00,-0.04,0.07,0.00
-0.31,-0.19,0.06,-0.02,0.07,0.01
-0.25,-0.25,0.00,-0.01,0.08,0.00
-0.25,-0.13,0.00,-0.04,0.08,0.01
-0.25,-0.13,0.00,-0.04,0.06,0.00
0.00,-0.06,0.06,-0.01,0.07,0.01
0.13,0.31,0.00,-0.04,0.07,0.01
0.19,0.19,0.13,-0.03,0.07,0.00
-0.06,0.00,0.06,-0.02,0.08,0.03
-0.06,0.00,0.06,-0.03,0.07,0.02
-0.13,0.00,0.06,-0.02,0.09,0.01
0.00,0.00,0.13,-0.03,0.09,-0.01
0.06,0.00,0.13,-0.05,0.07,0.01
-0.25,-0.25,0.06,-0.04,0.09,0.00
-0.25,-0.25,0.06,-0.05,0.08,0.01
-0.06,-0.06,0.00,-0.02,0.05,0.01
-0.37,-0.19,0.00,0.00,0.07,0.00
-0.06,-0.19,0.13,-0.04,0.06,0.01
-0.13,0.00,0.06,-0.03,0.05,0.03
-0.19,-0.06,0.06,-0.04,0.06,0.00
0.00,0.06,0.13,-0.02,0.07,0.02
-0.06,0.06,-0.06,-0.06,0.08,0.00
0.19,0.06,0.00,-0.04,0.09,0.01
-0.06,0.13,0.13,-0.04,0.07,0.01
-0.13,0.19,-0.06,-0.04,0.07,0.01
-0.19,0.06,0.06,-0.03,0.07,0.00
-0.19,-0.13,0.00,-0.02,0.07,0.01
-0.13,0.13,0.13,-0.03,0.08,0.01
0.06,0.00,0.13,-0.03,0.09,0.01
0.00,-0.06,0.00,-0.03,0.09,0.01
0.13,0.25,0.06,-0.03,0.06,0.00
